Country,VendorName,VendorNumber,PaymentCount,PaymentAmount,InvoiceLineAmountLocal,Currency,ThirdPartyPaymentsLineId,GIAccountDescription,PaymentType,PaymentSubtype,BusinessActivity,InvoiceGIDate
Brazil,Hospital Santa Helena,9990000165,2,14236,7118,BRL,9990000165,Other Travel Cost,CERPS Invoice,Logistics,Entertainment,18-10-2022
Brazil,Hospital Santa Maria,9990000229,2,18890,9445,BRL,9990000229,Vehicle Parking,CERPS Invoice,PaidTravel Expenses,Sponsorships,18-12-2023
Brazil,Hospital Santa Maria,9990000229,2,18890,9445,BRL,9990000229,Digital Production,CERPS Invoice,Networking,HCP Fee for Service,29-10-2023
Brazil,Hospital Santa Marta,9990000217,2,18771,9385,BRL,9990000217,Postage & Couriers,Monetory TOV,Networking,Market Research,10-05-2023
Brazil,Hospital Santa Marta,9990000217,2,18771,9385,BRL,9990000217,Employee Training,CERPS Invoice,PaidTravel Expenses,Sponsorships,15-04-2023
Brazil,Hospital Santa Teresa,9990000207,2,48770,24385,BRL,9990000207,Hotel & Accomidation,CERPS Invoice,Networking,Membership Fees,14-07-2023
Brazil,Hospital Santa Teresa,9990000207,2,48770,24385,BRL,9990000207,Air Fares,Monetory TOV,PaidScholarship,Entertainment,24-03-2023
Brazil,Hospital Santo AntA'nio,9990000178,2,14237,7118,BRL,9990000178,Digital Production,Monetory TOV,Networking,Travel Expenses,24-01-2022
Brazil,Hospital Santo AntA'nio,9990000178,2,14237,7118,BRL,9990000178,Postage & Couriers,CERPS Invoice,N/A,Other HCO Expenditure,26-05-2023
Brazil,Hospital Sapso Bento,9990000194,2,15782,7891,BRL,9990000194,Postage & Couriers,CERPS Invoice,PaidTravel Expenses,Membership Fees,17-08-2022
Brazil,Hospital Sapso Bento,9990000194,2,15782,7891,BRL,9990000194,Taxi Fares,CERPS Invoice,N/A,Gifts,04-04-2023
Brazil,Hospital Sapso Domingos,9990000218,2,15784,7892,BRL,9990000218,Vehicle Parking,CERPS Invoice,PaidTravel Expenses,HCP Fee for Service,11-05-2022
Brazil,Hospital Sapso Domingos,9990000218,2,15784,7892,BRL,9990000218,Air Fares,CERPS Invoice,PaidTravel Expenses,Gifts,19-11-2023
Brazil,Hospital Sapso Francisco,9990000240,2,644000,322000,BRL,9990000240,Hotel & Accomidation,Monetory TOV,Logistics,Sponsorships,08-07-2022
Brazil,Hospital Sapso Francisco,9990000240,2,644000,322000,BRL,9990000240,Taxi Fares,CERPS Invoice,PaidTravel Expenses,Travel Expenses,23-03-2023
Brazil,Hospital Sapso Gabriel,9990000208,2,15783,7891,BRL,9990000208,Air Fares,CERPS Invoice,N/A,Membership Fees,14-12-2023
Brazil,Hospital Sapso Gabriel,9990000208,2,15783,7891,BRL,9990000208,Employee Training,Monetory TOV,Networking,Grants & Donations,13-05-2022
Brazil,Hospital Sapso Joapso,9990000138,2,14234,7117,BRL,9990000138,Vehicle Parking,CERPS Invoice,PaidTravel Expenses,Grants & Donations,23-09-2023
Brazil,Hospital Sapso Joapso,9990000138,2,14234,7117,BRL,9990000138,Employee Training,CERPS Invoice,Logistics,Sponsorships,15-01-2023
Brazil,Hospital Sapso Josac,9990000140,2,18765,9382,BRL,9990000140,Vehicle Parking,CERPS Invoice,Networking,Travel Expenses,02-01-2022
Brazil,Hospital Sapso Josac,9990000140,2,18765,9382,BRL,9990000140,Digital Production,Monetory TOV,N/A,Grants & Donations,12-04-2023
Brazil,Hospital Sapso Lucas,9990000192,2,14239,7119,BRL,9990000192,Other Travel Cost,Monetory TOV,Networking,Travel Expenses,02-05-2023
Brazil,Hospital Sapso Lucas,9990000192,2,14239,7119,BRL,9990000192,Digital Production,Monetory TOV,Logistics,Market Research,11-02-2022
Brazil,Hospital Sapso Luiz,9990000247,2,15200,7600,BRL,9990000247,Digital Production,Monetory TOV,PaidScholarship,Training,28-04-2022
Brazil,Hospital Sapso Luiz,9990000247,2,15200,7600,BRL,9990000247,Postage & Couriers,CERPS Invoice,PaidScholarship,Market Research,20-12-2022
Brazil,Hospital Sapso Mateus,9990000215,2,14241,7120,BRL,9990000215,Hotel & Accomidation,CERPS Invoice,PaidScholarship,Travel Expenses,18-02-2022
Brazil,Hospital Sapso Mateus,9990000215,2,14241,7120,BRL,9990000215,Taxi Fares,CERPS Invoice,PaidTravel Expenses,Membership Fees,03-02-2023
Brazil,Hospital Sapso Miguel,9990000180,2,18767,9383,BRL,9990000180,Digital Production,Monetory TOV,PaidTravel Expenses,Gifts,27-01-2023
Brazil,Hospital Sapso Miguel,9990000180,2,18767,9383,BRL,9990000180,Vehicle Parking,Monetory TOV,N/A,HCP Fee for Service,02-10-2023
Brazil,Hospital Sapso Pedro,9990000230,2,15890,7945,BRL,9990000230,Employee Training,Monetory TOV,Logistics,Membership Fees,19-04-2023
Brazil,Hospital Sapso Pedro,9990000230,2,15890,7945,BRL,9990000230,Vehicle Parking,CERPS Invoice,PaidTravel Expenses,Travel Expenses,23-07-2023
Brazil,Hospital UniversitA!rio,9990000205,2,64240,32120,BRL,9990000205,Other Travel Cost,CERPS Invoice,PaidTravel Expenses,HCP Fee for Service,20-04-2022
Brazil,Hospital UniversitA!rio,9990000205,2,64240,32120,BRL,9990000205,Employee Training,CERPS Invoice,PaidTravel Expenses,Gifts,10-08-2023
Brazil,Instituto Brasileiro de Neurologia,9990000220,2,16551,8275,BRL,9990000220,Vehicle Parking,Monetory TOV,PaidScholarship,Training,29-05-2022
Brazil,Instituto Brasileiro de Neurologia,9990000220,2,16551,8275,BRL,9990000220,Digital Production,Monetory TOV,N/A,Entertainment,23-03-2022
Brazil,Instituto Brasileiro de Oftalmologia,9990000231,2,16660,8330,BRL,9990000231,Postage & Couriers,Monetory TOV,Networking,Gifts,28-09-2022
Brazil,Instituto Brasileiro de Oftalmologia,9990000231,2,16660,8330,BRL,9990000231,Taxi Fares,Monetory TOV,Logistics,Other HCO Expenditure,08-07-2023
Brazil,Instituto do Coracao (InCor),9990000126,2,15234,7617,BRL,9990000126,Postage & Couriers,CERPS Invoice,PaidTravel Expenses,Grants & Donations,04-06-2022
Brazil,Instituto do Coracao (InCor),9990000126,2,15234,7617,BRL,9990000126,Postage & Couriers,Monetory TOV,PaidTravel Expenses,Market Research,09-04-2022
Brazil,Instituto Paulista de Oftalmologia,9990000196,2,66548,33274,BRL,9990000196,Other Travel Cost,Monetory TOV,Logistics,Entertainment,19-02-2023
Brazil,Instituto Paulista de Oftalmologia,9990000196,2,66548,33274,BRL,9990000196,Postage & Couriers,Monetory TOV,PaidTravel Expenses,Membership Fees,05-08-2023
USA,National Care Network,9990000256,2,16200,8100,USD,9990000256,Employee Training,Monetory TOV,N/A,Training,20-03-2023
USA,National Care Network,9990000256,2,16200,8100,USD,9990000256,Taxi Fares,CERPS Invoice,PaidTravel Expenses,Gifts,27-12-2022
USA,National Wellness Foundation,9990000131,2,17984,8992,USD,9990000131,Digital Production,Monetory TOV,N/A,Market Research,26-08-2022
USA,National Wellness Foundation,9990000131,2,17984,8992,USD,9990000131,Employee Training,Monetory TOV,PaidScholarship,Gifts,23-10-2023
USA,Nationwide Health Foundation,9990000176,2,15469,7734,USD,9990000176,Vehicle Parking,Monetory TOV,PaidTravel Expenses,Gifts,22-03-2023
USA,Nationwide Health Foundation,9990000176,2,15469,7734,USD,9990000176,Hotel & Accomidation,CERPS Invoice,Networking,Sponsorships,03-05-2023
USA,Nationwide Wellness Initiative,9990000190,2,15470,7735,USD,9990000190,Vehicle Parking,Monetory TOV,Networking,Travel Expenses,17-04-2023
USA,Nationwide Wellness Initiative,9990000190,2,15470,7735,USD,9990000190,Air Fares,CERPS Invoice,N/A,Membership Fees,17-01-2022
USA,Nationwide Wellness Network,9990000164,2,15468,7734,USD,9990000164,Taxi Fares,Monetory TOV,Networking,Gifts,25-08-2022
USA,Nationwide Wellness Network,9990000164,2,15468,7734,USD,9990000164,Employee Training,CERPS Invoice,PaidScholarship,Travel Expenses,07-08-2023
Spain,Red de Bienestar y Progreso,9990000172,2,17892,8946,EUR,9990000172,Vehicle Parking,Monetory TOV,PaidScholarship,Training,10-06-2023
Spain,Red de Bienestar y Progreso,9990000172,2,17892,8946,EUR,9990000172,Digital Production,CERPS Invoice,Logistics,Other HCO Expenditure,03-07-2023
Spain,Red de Progreso y Salud,9990000185,2,17893,8946,EUR,9990000185,Air Fares,Monetory TOV,PaidScholarship,Travel Expenses,20-08-2022
Spain,Red de Progreso y Salud,9990000185,2,17893,8946,EUR,9990000185,Taxi Fares,Monetory TOV,N/A,Membership Fees,09-04-2022
Spain,Red de Salud Esperanza,9990000145,2,17890,8945,EUR,9990000145,Hotel & Accomidation,Monetory TOV,PaidScholarship,HCP Fee for Service,19-08-2022
Spain,Red de Salud Esperanza,9990000145,2,17890,8945,EUR,9990000145,Digital Production,CERPS Invoice,N/A,Sponsorships,02-03-2023
Spain,Red de Vida y Progreso,9990000159,2,17891,8945,EUR,9990000159,Vehicle Parking,CERPS Invoice,PaidScholarship,Market Research,23-07-2022
Spain,Red de Vida y Progreso,9990000159,2,17891,8945,EUR,9990000159,Taxi Fares,CERPS Invoice,Logistics,Training,27-03-2022
USA,Unified Care Network,9990000163,2,36343,18171,USD,9990000163,Digital Production,CERPS Invoice,Logistics,Training,25-03-2022
USA,Unified Care Network,9990000163,2,36343,18171,USD,9990000163,Digital Production,Monetory TOV,N/A,Other HCO Expenditure,15-04-2023
USA,Unified Health Network,9990000254,2,36900,18450,USD,9990000254,Hotel & Accomidation,Monetory TOV,Networking,Membership Fees,19-12-2022
USA,Unified Health Network,9990000254,2,36900,18450,USD,9990000254,Employee Training,CERPS Invoice,Networking,Travel Expenses,13-12-2023
USA,Unified Health Partners,9990000189,2,16345,8172,USD,9990000189,Employee Training,CERPS Invoice,PaidTravel Expenses,Other HCO Expenditure,18-07-2022
USA,Unified Health Partners,9990000189,2,16345,8172,USD,9990000189,Air Fares,Monetory TOV,N/A,Travel Expenses,14-02-2023
USA,Unified Wellness Partners,9990000238,2,16460,8230,USD,9990000238,Air Fares,CERPS Invoice,N/A,Travel Expenses,02-12-2022
USA,Unified Wellness Partners,9990000238,2,16460,8230,USD,9990000238,Other Travel Cost,CERPS Invoice,PaidTravel Expenses,Other HCO Expenditure,07-07-2023
USA,Unified Wellness Solutions,9990000226,2,263490,131745,USD,9990000226,Digital Production,CERPS Invoice,Logistics,Other HCO Expenditure,16-07-2022
USA,Unified Wellness Solutions,9990000226,2,263490,131745,USD,9990000226,Vehicle Parking,Monetory TOV,Logistics,Membership Fees,20-05-2022
USA,United Community Aid Network,9990000259,3,34564,11521,USD,9990000259,Hotel & Accomidation,CERPS Invoice,PaidTravel Expenses,Entertainment,18-03-2023
USA,United Community Aid Network,9990000259,3,34564,11521,USD,9990000259,Digital Production,CERPS Invoice,Logistics,Grants & Donations,01-02-2022
USA,United Community Aid Network,9990000259,3,34564,11521,USD,9990000259,Vehicle Parking,Monetory TOV,PaidTravel Expenses,Other HCO Expenditure,23-06-2022
USA,Wellness Foundation of America,9990000253,2,17500,8750,USD,9990000253,Other Travel Cost,Monetory TOV,PaidScholarship,Gifts,24-09-2022
USA,Wellness Foundation of America,9990000253,2,17500,8750,USD,9990000253,Taxi Fares,CERPS Invoice,Networking,Training,21-03-2023
BRAZIL,Leonardo Silva Gomez,93300071,3,13248,4416,BRL,93300071,Postage & Couriers,CERPS Invoice,PaidTravel Expenses,Entertainment,18-07-2022
BRAZIL,Leonardo Silva Gomez,93300071,3,13248,4416,BRL,93300071,Employee Training,Monetory TOV,Networking,Travel Expenses,16-07-2023
BRAZIL,Leonardo Silva Gomez,93300071,3,13248,4416,BRL,93300071,Hotel & Accomidation,CERPS Invoice,N/A,Sponsorships,30-05-2023
BRAZIL,Diego Pereira,93300035,2,72160,36080,BRL,93300035,Hotel & Accomidation,CERPS Invoice,Networking,Grants & Donations,07-09-2022
BRAZIL,Diego Pereira,93300035,2,72160,36080,BRL,93300035,Employee Training,CERPS Invoice,Networking,Market Research,12-04-2022
BRAZIL,Eduardo Martins,93300379,5,17964,3592,BRL,93300379,Taxi Fares,CERPS Invoice,PaidScholarship,Grants & Donations,19-03-2023
BRAZIL,Eduardo Martins,93300379,5,17964,3592,BRL,93300379,Employee Training,CERPS Invoice,PaidTravel Expenses,Sponsorships,26-03-2022
BRAZIL,Eduardo Martins,93300379,5,17964,3592,BRL,93300379,Taxi Fares,Monetory TOV,PaidScholarship,Other HCO Expenditure,14-05-2023
BRAZIL,Eduardo Martins,93300379,5,17964,3592,BRL,93300379,Air Fares,Monetory TOV,N/A,Grants & Donations,29-04-2023
BRAZIL,Eduardo Martins,93300379,5,17964,3592,BRL,93300379,Taxi Fares,CERPS Invoice,N/A,Gifts,29-10-2022
BRAZIL,Vinicius Santos,93300142,4,57290,14322,BRL,93300142,Postage & Couriers,Monetory TOV,Networking,HCP Fee for Service,21-10-2022
BRAZIL,Vinicius Santos,93300142,4,57290,14322,BRL,93300142,Air Fares,CERPS Invoice,PaidScholarship,Market Research,07-12-2022
BRAZIL,Vinicius Santos,93300142,4,57290,14322,BRL,93300142,Other Travel Cost,Monetory TOV,N/A,Training,25-06-2023
BRAZIL,Vinicius Santos,93300142,4,57290,14322,BRL,93300142,Taxi Fares,CERPS Invoice,N/A,Entertainment,10-11-2022
BRAZIL,Felipe Martins,93300143,4,15678,3919,BRL,93300143,Vehicle Parking,CERPS Invoice,Logistics,Other HCO Expenditure,09-07-2023
BRAZIL,Felipe Martins,93300143,4,15678,3919,BRL,93300143,Digital Production,CERPS Invoice,Logistics,Sponsorships,26-03-2022
BRAZIL,Felipe Martins,93300143,4,15678,3919,BRL,93300143,Vehicle Parking,Monetory TOV,PaidScholarship,Training,30-11-2022
BRAZIL,Felipe Martins,93300143,4,15678,3919,BRL,93300143,Air Fares,CERPS Invoice,PaidTravel Expenses,Market Research,19-06-2022
BRAZIL,Erica Almeida,93300072,3,56170,18723,BRL,93300072,Hotel & Accomidation,CERPS Invoice,N/A,Market Research,29-08-2023
BRAZIL,Erica Almeida,93300072,3,56170,18723,BRL,93300072,Postage & Couriers,CERPS Invoice,Logistics,Travel Expenses,29-07-2023
BRAZIL,Erica Almeida,93300072,3,56170,18723,BRL,93300072,Vehicle Parking,Monetory TOV,Logistics,Travel Expenses,04-09-2022
BRAZIL,Ingrid Souza,93300036,2,15876,7938,BRL,93300036,Air Fares,CERPS Invoice,N/A,Entertainment,18-10-2022
BRAZIL,Ingrid Souza,93300036,2,15876,7938,BRL,93300036,Hotel & Accomidation,CERPS Invoice,Networking,Market Research,26-05-2023
BRAZIL,Elena Alvarez,93300055,2,19500,9750,BRL,93300055,Postage & Couriers,Monetory TOV,N/A,HCP Fee for Service,28-10-2023
BRAZIL,Elena Alvarez,93300055,2,19500,9750,BRL,93300055,Other Travel Cost,Monetory TOV,Networking,Membership Fees,01-05-2023
BRAZIL,Daniela Ribeiro,93300380,5,81760,16352,BRL,93300380,Taxi Fares,Monetory TOV,Networking,Travel Expenses,22-01-2022
BRAZIL,Daniela Ribeiro,93300380,5,81760,16352,BRL,93300380,Other Travel Cost,Monetory TOV,Logistics,Training,06-05-2022
BRAZIL,Daniela Ribeiro,93300380,5,81760,16352,BRL,93300380,Other Travel Cost,Monetory TOV,Networking,Market Research,03-07-2023
BRAZIL,Daniela Ribeiro,93300380,5,81760,16352,BRL,93300380,Air Fares,Monetory TOV,Logistics,Sponsorships,16-09-2023
BRAZIL,Daniela Ribeiro,93300380,5,81760,16352,BRL,93300380,Vehicle Parking,CERPS Invoice,Logistics,Gifts,18-10-2022
BRAZIL,Felipe Pereira,93300062,2,36250,18125,BRL,93300062,Air Fares,Monetory TOV,PaidScholarship,Market Research,11-10-2023
BRAZIL,Felipe Pereira,93300062,2,36250,18125,BRL,93300062,Taxi Fares,Monetory TOV,Logistics,Other HCO Expenditure,20-06-2022
BRAZIL,Alan Ferreira,93300037,2,71760,35880,BRL,93300037,Other Travel Cost,CERPS Invoice,PaidScholarship,Gifts,12-08-2022
BRAZIL,Alan Ferreira,93300037,2,71760,35880,BRL,93300037,Hotel & Accomidation,CERPS Invoice,N/A,Entertainment,18-05-2022
BRAZIL,Daniel Ortiz,93300049,2,4200,2100,BRL,93300049,Other Travel Cost,CERPS Invoice,N/A,Grants & Donations,30-03-2022
BRAZIL,Daniel Ortiz,93300049,2,4200,2100,BRL,93300049,Hotel & Accomidation,Monetory TOV,PaidScholarship,Travel Expenses,20-07-2022
BRAZIL,Ana Clara Souza,93300144,4,68820,17205,BRL,93300144,Postage & Couriers,CERPS Invoice,N/A,Entertainment,19-05-2022
BRAZIL,Ana Clara Souza,93300144,4,68820,17205,BRL,93300144,Employee Training,CERPS Invoice,Logistics,Travel Expenses,26-01-2023
BRAZIL,Ana Clara Souza,93300144,4,68820,17205,BRL,93300144,Taxi Fares,Monetory TOV,PaidTravel Expenses,Other HCO Expenditure,19-10-2022
BRAZIL,Ana Clara Souza,93300144,4,68820,17205,BRL,93300144,Employee Training,Monetory TOV,Logistics,Membership Fees,25-07-2022
BRAZIL,JoAPSo Mateo Silva,93300065,2,31000,15500,BRL,93300065,Air Fares,Monetory TOV,PaidTravel Expenses,Market Research,20-07-2022
BRAZIL,JoAPSo Mateo Silva,93300065,2,31000,15500,BRL,93300065,Digital Production,Monetory TOV,PaidScholarship,Sponsorships,26-07-2022
BRAZIL,Sofia Lee Fernandes,93300061,2,32500,16250,BRL,93300061,Employee Training,CERPS Invoice,PaidTravel Expenses,Gifts,29-05-2023
BRAZIL,Sofia Lee Fernandes,93300061,2,32500,16250,BRL,93300061,Hotel & Accomidation,CERPS Invoice,Logistics,HCP Fee for Service,29-09-2022
BRAZIL,Sofia Garcia,93300086,3,37500,12500,BRL,93300086,Hotel & Accomidation,CERPS Invoice,PaidTravel Expenses,Gifts,13-11-2022
BRAZIL,Sofia Garcia,93300086,3,37500,12500,BRL,93300086,Vehicle Parking,Monetory TOV,Networking,HCP Fee for Service,22-09-2022
BRAZIL,Sofia Garcia,93300086,3,37500,12500,BRL,93300086,Digital Production,CERPS Invoice,PaidScholarship,Sponsorships,02-01-2023
BRAZIL,Ana Oliveira Beatriz,93300089,3,43000,14333,BRL,93300089,Postage & Couriers,Monetory TOV,Networking,Market Research,21-08-2023
BRAZIL,Ana Oliveira Beatriz,93300089,3,43000,14333,BRL,93300089,Postage & Couriers,Monetory TOV,N/A,Travel Expenses,23-10-2022
BRAZIL,Ana Oliveira Beatriz,93300089,3,43000,14333,BRL,93300089,Taxi Fares,Monetory TOV,N/A,Market Research,30-04-2023
BRAZIL,Isabel Almeida Hugo,93300082,3,6750,2250,BRL,93300082,Other Travel Cost,CERPS Invoice,PaidScholarship,Travel Expenses,20-08-2023
BRAZIL,Isabel Almeida Hugo,93300082,3,6750,2250,BRL,93300082,Air Fares,Monetory TOV,Logistics,Market Research,01-07-2023
BRAZIL,Isabel Almeida Hugo,93300082,3,6750,2250,BRL,93300082,Hotel & Accomidation,Monetory TOV,Networking,Travel Expenses,24-03-2023
BRAZIL,Sofia Fernandes,93300064,2,34500,17250,BRL,93300064,Taxi Fares,CERPS Invoice,Networking,Membership Fees,12-05-2022
BRAZIL,Sofia Fernandes,93300064,2,34500,17250,BRL,93300064,Employee Training,CERPS Invoice,Logistics,Training,02-11-2022
BRAZIL,Felipe Costa Silva,93300087,3,8100,2700,BRL,93300087,Postage & Couriers,Monetory TOV,PaidTravel Expenses,HCP Fee for Service,11-11-2022
BRAZIL,Felipe Costa Silva,93300087,3,8100,2700,BRL,93300087,Other Travel Cost,Monetory TOV,PaidScholarship,Other HCO Expenditure,14-08-2022
BRAZIL,Felipe Costa Silva,93300087,3,8100,2700,BRL,93300087,Postage & Couriers,Monetory TOV,Networking,Training,10-12-2022
BRAZIL,Ana Lima Fernando,93300092,3,40500,13500,BRL,93300092,Air Fares,Monetory TOV,PaidScholarship,Grants & Donations,29-10-2023
BRAZIL,Ana Lima Fernando,93300092,3,40500,13500,BRL,93300092,Postage & Couriers,Monetory TOV,Networking,Other HCO Expenditure,06-08-2022
BRAZIL,Ana Lima Fernando,93300092,3,40500,13500,BRL,93300092,Other Travel Cost,Monetory TOV,N/A,Membership Fees,19-01-2023
BRAZIL,Lucas Michael Lima,93300160,4,46500,11625,BRL,93300160,Postage & Couriers,CERPS Invoice,PaidTravel Expenses,Sponsorships,29-01-2023
BRAZIL,Lucas Michael Lima,93300160,4,46500,11625,BRL,93300160,Hotel & Accomidation,CERPS Invoice,Logistics,Sponsorships,06-08-2022
BRAZIL,Lucas Michael Lima,93300160,4,46500,11625,BRL,93300160,Other Travel Cost,Monetory TOV,Networking,Grants & Donations,04-03-2023
BRAZIL,Lucas Michael Lima,93300160,4,46500,11625,BRL,93300160,Taxi Fares,Monetory TOV,N/A,Membership Fees,22-07-2022
BRAZIL,Ana Oliveira,93300161,4,46250,11562,BRL,93300161,Taxi Fares,Monetory TOV,Networking,Other HCO Expenditure,01-09-2022
BRAZIL,Ana Oliveira,93300161,4,46250,11562,BRL,93300161,Other Travel Cost,Monetory TOV,N/A,Other HCO Expenditure,24-09-2022
BRAZIL,Ana Oliveira,93300161,4,46250,11562,BRL,93300161,Vehicle Parking,CERPS Invoice,Networking,HCP Fee for Service,20-06-2023
BRAZIL,Ana Oliveira,93300161,4,46250,11562,BRL,93300161,Air Fares,Monetory TOV,N/A,Travel Expenses,20-05-2022
BRAZIL,Isabella Rodrigues Romero,93300167,4,7850,1962,BRL,93300167,Other Travel Cost,CERPS Invoice,Logistics,Other HCO Expenditure,07-08-2022
BRAZIL,Isabella Rodrigues Romero,93300167,4,7850,1962,BRL,93300167,Postage & Couriers,Monetory TOV,Networking,HCP Fee for Service,10-08-2023
BRAZIL,Isabella Rodrigues Romero,93300167,4,7850,1962,BRL,93300167,Digital Production,Monetory TOV,Networking,Grants & Donations,04-02-2022
BRAZIL,Isabella Rodrigues Romero,93300167,4,7850,1962,BRL,93300167,Taxi Fares,CERPS Invoice,PaidTravel Expenses,Travel Expenses,13-03-2023
